20;12985;2;60;
20;314491;1;1650;
20;329869;4;1718;
20;373947;1;1970;
20;79400;2;373;
20;35349;1;167;
20;68212;3;314;
20;289658;2;1504;
20;342107;1;1800;
20;42474;1;208;
20;51244;1;246;
20;109532;1;519;
20;222446;1;1116;
20;77272;1;362;
20;288653;1;1494;
20;74321;2;348;
20;115162;1;543;
20;299125;1;1553;
20;8661;1;43;
20;190006;1;937;
20;232040;1;1167;
20;327563;1;1709;
20;302031;1;1577;
21;212756;7;1070;
21;318454;1;1669;
21;58821;5;281;
21;208130;3;1037;
21;52478;2;253;
21;180413;5;888;
21;328524;2;1711;
21;245404;1;1239;
21;241712;6;1218;
21;285387;4;1476;
21;210627;2;1051;
21;197733;1;983;
21;291569;1;1510;
21;93787;1;434;
21;217471;9;1085;
21;188333;3;929;
21;223714;5;1121;
21;118539;1;569;
22;24825;2;112;
22;130738;5;634;
22;5802;3;26;
22;134909;1;651;
22;135716;2;659;
22;212300;4;1065;
22;247928;2;1259;
22;233124;3;1172;
22;220731;2;1106;
22;97555;3;452;
22;305383;7;1591;
22;78642;2;370;
22;249325;4;1271;
22;79814;4;374;
22;186261;1;915;
22;14397;3;68;
22;273606;4;1390;
22;248176;6;1260;
22;89219;2;409;
22;357810;4;1889;
22;91773;10;428;
22;196700;1;977;
22;199248;3;987;
23;339093;1;1773;
23;256327;1;1311;
23;125710;1;602;
23;121753;1;585;
23;351764;5;1863;
23;92566;1;429;
23;91108;1;421;
23;161507;1;792;
23;171653;1;845;
23;67850;1;313;
23;288653;5;1494;
23;340072;1;1780;
23;363163;1;1918;
23;148050;1;720;
23;116940;1;561;
23;12985;5;60;
23;7780;1;41;
23;180706;1;891;
23;384758;1;2009;
23;118539;1;569;
24;327563;7;1709;
24;278925;3;1424;
24;319852;3;1673;
24;116818;3;559;
24;331120;3;1727;
24;307414;2;1610;
24;190006;2;937;
24;328841;2;1714;
24;335301;1;1753;
24;99563;3;465;
24;154498;2;755;
24;68212;2;314;
24;373947;3;1970;
24;267178;1;1365;
24;341367;1;1792;
24;42474;6;208;
24;168397;1;821;
24;324124;2;1694;
25;348629;2;1839;
25;207916;1;1034;
25;367513;1;1934;
25;374910;5;1977;
25;251150;1;1282;
25;334240;3;1743;
25;86019;1;399;
25;171653;1;845;
25;187097;6;922;
25;156046;1;763;
25;223714;3;1121;
25;212017;1;1061;
25;118490;5;568;
25;100234;1;467;
25;205666;1;1020;
25;196554;1;975;
25;25323;5;115;
25;212702;5;1068;
26;357202;1;1886;
26;350380;2;1851;
26;157291;1;768;
26;341456;1;1793;
26;260046;1;1332;
26;251757;1;1285;
26;243769;2;1226;
26;129078;1;625;
26;170541;1;836;
26;376874;1;1984;
26;310418;1;1627;
26;329426;2;1716;
26;102124;1;481;
26;32260;1;142;
26;247342;2;1255;
26;334240;1;1743;
26;302369;1;1579;
26;318282;1;1668;
26;326792;1;1705;
26;362714;1;1917;
27;243769;1;1226;
27;319945;2;1675;
27;225221;1;1129;
27;34876;1;163;
27;516;2;2;
27;242558;2;1221;
27;331326;3;1729;
27;148941;2;725;
27;28476;1;128;
27;383719;1;2004;
27;183682;3;902;
27;218183;4;1088;
27;296742;3;1543;
27;217471;2;1085;
27;273894;2;1396;
27;177746;2;874;
27;2078;1;9;
28;217471;2;1085;
28;333259;1;1738;
28;2078;3;9;
28;314086;3;1643;
28;45592;1;219;
28;315812;2;1658;
28;3525;1;19;
28;285387;3;1476;
28;91177;5;422;
28;52478;1;253;
28;170541;1;836;
28;310418;2;1627;
28;207916;1;1034;
28;70949;1;333;
28;302369;1;1579;
28;177172;3;869;
28;277126;1;1410;
28;243769;1;1226;
29;301674;8;1574;
29;245638;1;1244;
29;233632;1;1174;
29;290375;2;1507;
29;98159;1;456;
29;225153;2;1128;
29;20801;4;91;
29;73942;3;343;
29;516;1;2;
29;309384;6;1618;
29;189538;1;934;
29;318169;1;1665;
29;90024;5;412;
29;115274;6;545;
29;97972;3;454;
29;251757;2;1285;
29;349681;2;1846;
29;307414;2;1610;
30;52176;5;251;
30;315812;9;1658;
30;341456;2;1793;
30;115469;5;547;
30;266606;5;1360;
30;333259;4;1738;
30;374326;1;1971;
30;252531;1;1291;
30;307140;9;1604;
30;281075;1;1441;
30;288653;10;1494;
30;384072;10;2007;
30;217471;8;1085;
30;309384;5;1618;
30;335634;4;1755;
30;24825;3;112;
30;307202;1;1605;
30;38941;10;189;
30;334240;3;1743;
31;231280;2;1160;
31;311702;2;1636;
31;236511;8;1189;
31;171320;2;843;
31;49781;6;239;
31;309672;1;1620;
31;108137;2;511;
31;841;2;5;
31;56866;2;272;
31;334240;1;1743;
31;245936;2;1247;
31;295919;1;1538;
31;345265;2;1814;
31;255548;1;1304;
31;150661;3;733;
31;251150;2;1282;
31;20801;1;91;
31;219169;4;1094;
32;302247;4;1578;
32;384072;2;2007;
32;24825;6;112;
32;183796;1;905;
32;170541;3;836;
32;68212;2;314;
32;91177;3;422;
32;241705;6;1217;
32;310418;4;1627;
32;5767;1;25;
32;307202;7;1605;
32;291341;1;1509;
32;237680;1;1195;
32;123630;6;591;
32;86545;1;401;
32;115162;1;543;
32;157386;5;770;
32;288653;10;1494;
32;353035;2;1872;
32;231613;1;1163;
32;38941;2;189;
32;183790;1;904;
32;257947;1;1321;
32;305991;2;1598;
32;208383;1;1043;
32;16220;1;76;
32;8402;2;42;
32;45592;1;219;
33;52176;1;251;
33;247342;1;1255;
33;190270;7;938;
33;109416;1;518;
33;103968;2;491;
33;257797;1;1319;
33;170830;5;839;
33;241255;9;1216;
33;315812;1;1658;
33;11631;2;54;
33;330448;2;1724;
33;173680;2;859;
33;224878;1;1125;
33;340856;1;1787;
33;11011;1;52;
33;67450;1;312;
33;74238;2;347;
33;268503;4;1372;
33;211749;6;1060;
34;170541;4;836;
34;8402;6;42;
34;121351;4;580;
34;335634;1;1755;
34;208780;3;1044;
34;253186;1;1296;
34;248603;1;1264;
34;1424;3;6;
34;345871;1;1816;
34;285713;5;1477;
34;50740;3;242;
34;183790;7;904;
34;196087;2;971;
34;244143;1;1231;
34;272065;1;1385;
34;251150;2;1282;
34;270288;1;1378;
34;26935;2;124;
34;126831;6;612;
34;139370;1;680;
34;73887;4;342;
34;167248;1;816;
34;97555;4;452;
34;223714;5;1121;
35;244143;2;1231;
35;261596;3;1336;
35;12985;3;60;
35;241705;3;1217;
35;242151;1;1220;
35;16220;1;76;
35;91177;3;422;
35;192716;5;952;
35;211334;3;1059;
35;68212;5;314;
35;90822;1;418;
35;307202;8;1605;
35;30292;1;135;
35;289658;1;1504;
35;97972;3;454;
35;288347;1;1492;
35;301674;5;1574;
35;302247;1;1578;
35;232040;1;1167;
36;310418;1;1627;
36;130077;1;633;
36;108137;1;511;
36;129495;1;631;
36;183790;1;904;
36;383719;2;2004;
36;288653;1;1494;
36;289658;1;1504;
36;123630;2;591;
36;68212;2;314;
36;12985;1;60;
36;354625;1;1881;
36;8402;1;42;
36;307202;1;1605;
36;52176;1;251;
36;74558;1;350;
36;353700;1;1876;
36;25150;1;113;
36;177486;1;872;
37;20449;3;90;
37;147248;1;714;
37;217471;2;1085;
37;302369;1;1579;
37;170541;3;836;
37;311604;3;1633;
37;86545;1;401;
37;229348;2;1152;
37;208383;1;1043;
37;180413;2;888;
37;2078;1;9;
37;285974;1;1478;
37;76064;1;355;
37;25323;2;115;
37;345265;2;1814;
37;170306;1;834;
37;183796;1;905;
37;220336;1;1102;
38;6146;1;29;
38;315812;1;1658;
38;60252;1;286;
38;167248;1;816;
38;134402;1;647;
38;24825;1;112;
38;183796;1;905;
38;302031;1;1577;
38;11011;3;52;
38;217471;6;1085;
38;233632;2;1174;
38;127365;1;618;
38;142745;1;694;
38;177172;5;869;
38;314086;1;1643;
38;231280;1;1160;
38;211334;1;1059;
38;74558;2;350;
38;65358;1;306;
38;86689;1;402;
38;289658;2;1504;
38;46477;1;221;
39;348629;1;1839;
39;288653;1;1494;
39;212364;6;1066;
39;82113;2;384;
39;105541;6;497;
39;183572;4;900;
39;212852;1;1071;
39;332916;3;1736;
39;382217;1;1999;
39;841;1;5;
39;315425;1;1654;
39;218440;1;1091;
39;225221;3;1129;
39;245546;1;1241;
39;87433;9;406;
39;251757;1;1285;
39;222991;10;1119;
40;49469;2;235;
40;9119;1;46;
40;84395;3;397;
40;307140;3;1604;
40;326792;4;1705;
40;68333;1;315;
40;329834;2;1717;
40;180413;1;888;
40;101650;1;479;
40;177172;1;869;
40;65358;3;306;
40;183682;3;902;
40;237757;2;1196;
40;337625;1;1762;
40;277126;3;1410;
40;353035;1;1872;
40;175099;2;862;
40;54386;2;260;
41;383438;1;2002;
41;25631;1;117;
41;6969;1;34;
41;115162;1;543;
41;195865;1;968;
41;255548;1;1304;
41;9033;2;45;
41;194024;1;960;
41;91396;6;424;
41;383583;1;2003;
41;278861;2;1422;
41;232635;3;1171;
41;83123;3;389;
41;300169;1;1564;
41;74558;2;350;
41;45592;1;219;
41;283244;1;1458;
41;337483;7;1761;
42;100897;2;475;
42;320656;2;1678;
42;163994;2;801;
42;132347;1;639;
42;360918;1;1903;
42;99830;1;466;
42;236511;1;1189;
42;180961;2;893;
42;212364;3;1066;
42;297177;2;1546;
42;57378;2;275;
42;175099;3;862;
42;142745;1;694;
42;307202;3;1605;
42;38470;1;187;
42;314114;2;1644;
42;381334;3;1996;
42;282298;2;1453;
42;87433;2;406;
42;207699;1;1032;
42;339094;3;1774;
42;139386;1;681;
42;208780;1;1044;
43;22177;4;101;
43;151249;1;737;
43;188006;1;927;
43;208357;3;1042;
43;54386;1;260;
43;322253;2;1688;
43;243769;1;1226;
43;187097;1;922;
43;302247;1;1578;
43;374758;1;1974;
43;135436;1;656;
43;76417;8;360;
43;87354;1;405;
43;207935;2;1035;
43;183682;4;902;
43;121733;1;584;
43;302369;1;1579;
43;229233;5;1151;
43;47671;6;225;
43;148941;8;725;
44;14397;2;68;
44;155424;2;760;
44;207792;3;1033;
44;333259;1;1738;
44;186533;3;917;
44;142093;3;687;
44;173680;1;859;
44;290375;3;1507;
44;134402;1;647;
44;220520;1;1103;
44;86689;3;402;
44;231280;1;1160;
44;386075;3;2018;
44;357810;1;1889;
44;288347;3;1492;
44;98307;1;458;
44;137754;1;673;
45;134402;1;647;
45;302247;1;1578;
45;154151;1;751;
45;175099;1;862;
45;16220;1;76;
45;231556;3;1162;
45;251757;1;1285;
45;93787;1;434;
45;841;1;5;
45;273722;1;1393;
45;132813;1;640;
45;315812;1;1658;
45;171004;4;841;
45;233632;1;1174;
45;177172;1;869;
45;357202;1;1886;
45;208383;1;1043;
45;45592;3;219;
45;287231;1;1484;
45;289577;1;1503;
45;223714;1;1121;
46;12985;1;60;
46;52478;1;253;
46;16220;1;76;
46;243769;2;1226;
46;183790;2;904;
46;126831;3;612;
46;288653;1;1494;
46;138672;2;677;
46;212017;1;1061;
46;357810;1;1889;
46;311604;3;1633;
46;86545;7;401;
46;300759;1;1565;
46;335634;1;1755;
46;91177;3;422;
46;24825;1;112;
46;109807;1;520;
47;347697;2;1831;
47;97972;1;454;
47;288347;1;1492;
47;232635;1;1171;
47;195865;2;968;
47;186533;1;917;
47;364125;1;1927;
47;315812;1;1658;
47;142093;1;687;
47;107825;6;510;
47;49150;1;232;
47;86689;1;402;
47;222348;2;1114;
47;75497;1;352;
47;363719;1;1923;
47;12554;1;58;
47;129495;1;631;
47;155424;2;760;
47;165488;1;808;
47;348798;1;1840;
47;224878;1;1125;
48;184241;2;908;
48;8661;3;43;
48;48460;1;229;
48;54386;7;260;
48;136139;1;661;
48;288712;1;1495;
48;206667;1;1027;
48;243769;6;1226;
48;57825;4;278;
48;333259;1;1738;
48;62838;1;294;
48;16634;2;78;
48;177172;2;869;
48;2607;2;13;
48;158652;1;777;
48;30643;4;136;
48;116323;8;554;
48;305383;5;1591;
48;15003;4;71;
48;329834;2;1717;
48;41953;1;205;
49;147248;3;714;
49;170541;6;836;
49;378274;6;1987;
49;160287;5;785;
49;212017;7;1061;
49;218183;6;1088;
49;255729;5;1306;
49;25150;9;113;
49;373324;3;1963;
49;243516;6;1225;
49;217471;4;1085;
49;319911;1;1674;
49;68212;1;314;
49;357810;10;1889;
49;310418;3;1627;
49;43152;3;213;
49;91177;4;422;
49;266750;1;1362;
49;221632;5;1109;
49;115274;4;545;
49;305213;1;1589;
49;138672;4;677;
49;250964;6;1279;
50;177172;5;869;
50;52478;1;253;
50;241705;4;1217;
50;315812;2;1658;
50;302369;3;1579;
50;157648;2;773;
50;329834;1;1717;
50;272664;1;1386;
50;9119;1;46;
50;108137;3;511;
50;207916;3;1034;
50;310418;3;1627;
50;383719;1;2004;
50;322149;6;1686;
50;117727;3;565;
50;296742;10;1543;
50;242151;2;1220;
50;24825;2;112;
50;109807;1;520;
51;257640;1;1317;
51;344162;1;1810;
51;86545;1;401;
51;180413;2;888;
51;106938;2;504;
51;251150;3;1282;
51;126831;4;612;
51;292298;1;1513;
51;9119;6;46;
51;50740;3;242;
51;353035;3;1872;
51;94868;2;443;
51;74115;1;344;
51;268474;4;1371;
51;337625;4;1762;
51;105694;3;499;
51;516;3;2;
51;183796;6;905;
51;153860;1;749;
51;225153;3;1128;
51;108137;4;511;
51;90822;1;418;
51;229348;1;1152;
51;177172;1;869;
51;63871;1;299;
52;134734;1;650;
52;285387;3;1476;
52;319945;6;1675;
52;353035;5;1872;
52;91177;7;422;
52;49724;1;237;
52;34149;4;158;
52;196619;1;976;
52;207334;1;1030;
52;62467;1;293;
52;246767;5;1252;
52;170327;6;835;
52;6982;6;36;
52;297506;9;1547;
52;34876;1;163;
52;315546;5;1656;
52;307140;4;1604;
52;270978;1;1381;
53;13268;1;63;
53;292369;1;1514;
53;45592;1;219;
53;378274;1;1987;
53;186377;1;916;
53;309748;1;1621;
53;127365;1;618;
53;277126;2;1410;
53;171004;1;841;
53;359613;1;1896;
53;340072;1;1780;
53;86545;1;401;
53;351989;1;1867;
53;301690;1;1575;
53;325452;1;1699;
53;177172;3;869;
53;180706;1;891;
54;348629;1;1839;
54;217471;1;1085;
54;177172;1;869;
54;155424;1;760;
54;65358;1;306;
54;207916;1;1034;
54;25706;1;118;
54;57500;1;276;
54;49469;1;235;
54;305444;1;1592;
54;74321;1;348;
54;14397;1;68;
54;353700;1;1876;
54;183790;1;904;
54;142745;1;694;
54;202995;1;1006;
54;86545;1;401;
54;180413;1;888;
54;289658;1;1504;
54;309672;2;1620;
55;353640;6;1875;
55;346138;1;1820;
55;348798;2;1840;
55;366790;1;1932;
55;279653;3;1428;
55;374902;5;1976;
55;25150;1;113;
55;136611;2;665;
55;49584;3;236;
55;325835;1;1701;
55;50871;6;243;
55;284507;1;1467;
55;334240;4;1743;
55;380820;5;1995;
55;6449;1;30;
55;121733;1;584;
55;206544;6;1026;
56;319911;7;1674;
56;108137;1;511;
56;337625;2;1762;
56;87433;5;406;
56;310418;1;1627;
56;51070;4;245;
56;49781;1;239;
56;54386;3;260;
56;24825;4;112;
56;68212;7;314;
56;183790;3;904;
56;244143;5;1231;
56;284727;1;1468;
56;26935;5;124;
56;142745;1;694;
56;277126;1;1410;
56;41786;4;203;
56;202995;5;1006;
56;270288;2;1378;
57;50428;1;240;
57;14397;9;68;
57;90822;1;418;
57;340072;1;1780;
57;348629;1;1839;
57;307140;1;1604;
57;217471;5;1085;
57;154559;1;756;
57;334240;1;1743;
57;8402;1;42;
57;314086;3;1643;
57;288653;3;1494;
57;302247;3;1578;
57;211334;1;1059;
57;55364;1;264;
57;333259;2;1738;
57;12985;4;60;
57;86689;1;402;
58;138672;2;677;
58;305804;2;1596;
58;97972;3;454;
58;288653;5;1494;
58;107193;7;507;
58;14397;1;68;
58;12985;4;60;
58;374972;4;1978;
58;25150;5;113;
58;91177;1;422;
58;217471;3;1085;
58;57825;4;278;
58;333064;5;1737;
58;142093;2;687;
58;86689;4;402;
58;307414;6;1610;
58;129495;2;631;
59;334240;1;1743;
59;244539;1;1234;
59;220273;3;1101;
59;354625;2;1881;
59;245936;1;1247;
59;64001;3;300;
59;321387;7;1682;
59;252531;1;1291;
59;87501;5;408;
59;289706;2;1505;
59;118874;2;571;
59;8402;4;42;
59;237680;1;1195;
59;157648;2;773;
59;311702;4;1636;
59;347965;1;1833;
59;54386;1;260;
59;133301;1;643;
59;14397;3;68;
59;293778;3;1526;
59;225998;1;1132;
59;301674;2;1574;
59;307140;2;1604;
59;132198;1;638;
60;16220;1;76;
60;337625;1;1762;
60;118490;7;568;
60;132813;1;640;
60;374326;3;1971;
60;253868;2;1300;
60;245012;2;1238;
60;167248;1;816;
60;314086;1;1643;
60;50740;1;242;
60;229729;1;1154;
60;283314;4;1459;
60;38941;3;189;
60;87433;2;406;
60;169838;2;830;
60;177574;3;873;
60;25323;3;115;
60;320522;1;1677;
61;357202;1;1886;
61;183796;1;905;
61;309958;1;1623;
61;150684;1;734;
61;89424;1;410;
61;238581;1;1198;
61;231139;1;1159;
61;241705;1;1217;
61;353325;1;1873;
61;24825;1;112;
61;115090;1;541;
61;340072;1;1780;
61;255548;1;1304;
61;108845;1;515;
61;280418;1;1435;
61;258513;1;1324;
61;165401;2;806;
61;302247;1;1578;
61;283349;1;1461;
61;62960;1;295;
61;180706;1;891;
61;217471;7;1085;
62;245824;2;1246;
62;73487;1;341;
62;3444;1;17;
62;49469;1;235;
62;243769;1;1226;
62;68212;7;314;
62;123630;6;591;
62;12985;6;60;
62;307202;6;1605;
62;341456;10;1793;
62;138265;3;676;
62;221730;1;1110;
62;115196;6;544;
62;170541;1;836;
62;341773;2;1798;
62;147248;1;714;
62;14397;1;68;
62;54386;1;260;
62;319911;6;1674;
62;244143;6;1231;
63;93895;8;435;
63;108137;2;511;
63;87433;3;406;
63;142553;3;691;
63;247762;2;1257;
63;24825;2;112;
63;241705;1;1217;
63;315812;2;1658;
63;337888;2;1769;
63;74558;2;350;
63;14397;1;68;
63;281498;1;1447;
63;309384;5;1618;
63;74321;3;348;
63;16220;3;76;
63;11011;3;52;
63;289658;1;1504;
64;347965;1;1833;
64;383719;1;2004;
64;86545;1;401;
64;275346;3;1401;
64;128659;1;623;
64;205438;5;1019;
64;212172;1;1064;
64;149371;1;727;
64;57369;1;274;
64;177172;1;869;
64;243307;1;1224;
64;165753;3;809;
64;8402;2;42;
64;180413;1;888;
64;289484;3;1502;
64;45144;1;217;
64;229348;1;1152;
64;12554;1;58;
65;354625;1;1881;
65;68212;4;314;
65;69165;3;322;
65;234609;1;1179;
65;180413;1;888;
65;321930;2;1685;
65;93787;6;434;
65;165753;1;809;
65;177486;1;872;
65;344330;1;1811;
65;188333;1;929;
65;186377;2;916;
65;288653;2;1494;
65;307202;1;1605;
65;65358;2;306;
65;225108;1;1127;
65;273894;1;1396;
66;101204;1;477;
66;365793;1;1930;
66;337625;1;1762;
66;242151;1;1220;
66;334460;1;1744;
66;315812;1;1658;
66;273894;1;1396;
66;11011;1;52;
66;235145;1;1182;
66;2078;1;9;
66;332771;1;1734;
66;233632;2;1174;
66;362652;1;1915;
66;168430;1;823;
66;241705;1;1217;
66;137197;1;670;
66;45592;2;219;
66;309958;1;1623;
66;341506;1;1794;
66;115274;1;545;
66;243769;1;1226;
66;105694;1;499;
66;357810;1;1889;
66;223714;1;1121;
66;262242;1;1341;
66;60252;1;286;
66;126831;1;612;
67;330392;1;1722;
67;362714;1;1917;
67;307414;1;1610;
67;212017;1;1061;
67;277126;2;1410;
67;50740;1;242;
67;305383;1;1591;
67;305496;1;1593;
67;233632;1;1174;
67;87433;2;406;
67;91177;1;422;
67;243769;1;1226;
67;314350;1;1648;
67;319911;7;1674;
67;108137;1;511;
67;16220;2;76;
67;12985;7;60;
67;132813;1;640;
67;74558;1;350;
67;180413;1;888;
67;52478;1;253;
67;357202;1;1886;
67;231280;1;1160;
68;136611;5;665;
68;333259;3;1738;
68;40539;5;200;
68;170541;1;836;
68;180413;1;888;
68;302369;10;1579;
68;214555;2;1077;
68;243769;2;1226;
68;165753;1;809;
68;65358;1;306;
68;302247;3;1578;
68;353035;1;1872;
